word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,en,pof,example,pof_ko,example_ko,word2,syn_n,syn_v,syn_a,ant2
distaff,(손으로 양털을 자을 때 쓰던) 실패,(旧时手工纺纱用的)纺纱杆，绕线杆,,/ˈdɪstɑːf/,,," Raffaello Sorbi, The Spinner (1872), from a private collection. The painting depicts a woman holding up a distaff (sense 1) in her left hand and a spindle in her right.",the rod on which flax is wound preparatory to spinning,[NOUN],,[명사],on thedistaff side,distaff,,,,
torpid,"무기력한, 활기[열의] 없는",不活泼的；（尤指因懒惰或困倦）迟钝的，呆滞的,,/ˈtɔːpɪd/,,"sluggish, inert, inactive, slow, slow-moving, lifeless, dull, listless, languid, lazy, idle, indolent, shiftless, slothful, heavy, stagnant, somnolent, sleepy, tired, fatigued, languorous, apathetic, passive, supine, comatose, narcotic","From Latin torpidus (“tired, numb”)
","If you are torpid, you are mentally or physically inactive, especially because you are feeling lazy or sleepy.",[ADJ],,[형용사],,torpid,,,"lackadaisical, lethargic, listless, sleepy, sluggish, apathetic, passive, dormant, hibernating, inert ","energetic, responsive  active"
decadence,"타락, 퇴폐",堕落，颓废，腐朽,,/ˈdɛkəd(ə)ns/,,"dissoluteness, degeneracy, debauchery, corruption, depravity, loucheness, vice, sinfulness, perversion, moral decay, immorality, lack of morals, lack of principles, lack of restraint, lack of control, lack of self-control, immoderateness, intemperance, licentiousness, wantonness, self-indulgence, hedonism, epicureanism","From French décadence, from Medieval Latin decadentia (“decay”), from *decadens (“decaying”), present participle of *decadere (“to decay”); see decay.
",,[NOUN],The empire had for years been falling into decadence.,[명사],the decadence of modern Western society,decadence,"corruption, degeneracy, perversion, decay, decline  deterioration",,,
impetuous,"성급한, 충동적인",冲动的，鲁莽的,,/ɪmˈpɛtjʊəs/,,"rash, hasty, overhasty, reckless, heedless, foolhardy, incautious, imprudent, injudicious, ill-conceived, ill-considered, unplanned, unreasoned, unthought-out, unthinking","From Middle English, from Old French impetueux, from Late Latin impetuōsus (“violent”), from Latin impetus (“attack, violence”).
","If you describe someone as impetuous, you mean that they are likely to act quickly and suddenly without thinking or being careful.",[ADJ],He was young and impetuous,[형용사],an impetuous young woman,impetuous,,,"hasty, headlong, impulsive, precipitate, rash, spontaneous, brash, careless, heedless, reckless, thoughtless, fiery, hotheaded, impatient, passionate, forceful, powerful, stormy, violent ","calculated, cautious, moderate  calm"
copious,"엄청난 (양의), 방대한",大量的，丰富的；过量的,,/ˈkəʊpɪəs/,,"superabundant, plentiful, ample, profuse, full, extensive, considerable, substantial, generous, bumper, lavish, fulsome, liberal, bountiful, overflowing, abounding, teeming","From Middle English, from Latin copiosus, copia (“abundance”), from Latin co- + ops (“wealth”)[1] + -osus (“full of”).
",A copious amount of something is a large amount of it.,[ADJ],I went out for a meal last night and drank copious amounts of red wine,[형용사],copious amounts of water,copious,,,"abundant, ample, bountiful, generous, plentiful, profuse ",scant
juvenilia,(작가·화가의) 젊은 시절 작품,（艺术家成名之后出版或被发现的）少年时期作品,,/ˌdʒuːvəˈnɪlɪə/,,,"From Latin iuvenīlia, neuter plural of iuvenīlis (“of or pertaining to youth”).
","works of art, literature, or music produced in youth or adolescence, before the artist, author, or composer has formed a mature style",[NOUN:PLURAL],,[명사],,juvenilia,,,,
equity,(한 회사의) 자기 자본; (자산의) 순수 가치,（公司的）股本，股票值；股票,,/ˈɛkwɪti/,,"fair-mindedness, justness, justice, equitableness, fair play","Attested in 14th century; from Old French equite [13th c.], from Latin aequitas (“uniformity”, “impartiality”, “fairness”).
","In finance, your equity is the sum of your assets, for example the value of your house, once your debts have been subtracted from it.→ see also negative equity",[NOUN],"To capture his equity, Murphy must either sell or refinance.",[명사],private equity investment by financial institutions,equity,"fairness, impartiality, justice, assets, cash value",,,injustice  liabilities
ascetic,금욕적인,（常指因宗教原因）苦行的，禁欲的，过清苦生活的,,/əˈsɛtɪk/,,"self-denying, abstinent, abstemious, non-indulgent, self-disciplined, frugal, simple, rigorous, strict, severe, hair-shirt, spartan, monastic, monkish, monklike, nunlike","17th century, from Medieval Latin asceticus, from Ancient Greek ἀσκητικός (askētikós), from ἀσκητής (askētḗs, “monk, hermit”), from ἀσκέω (askéō, “I exercise”).
","An ascetic person has a way of life that is simple and strict, usually because of their religious beliefs.",[ADJ],,[형용사],The monks lived a very ascetic life.,ascetic,"celibate, eremite, hermit, monk, recluse ",,"abstemious, austere, rigorous, spartan, strict",indulgent  hedonist
junction,"(도로·선로의) 교차로, 나들목",联结点；枢纽；（公路的）交叉口；（铁路）联络车站,,/ˈdʒʌŋ(k)ʃ(ə)n/,,"joint, intersection, link, bond, weld, seam, coupling, connection, union, juncture","From Latin iūnctiō (“union, joining, uniting”), from iungō (“join, attach together”).
","A junction is a place where roads or railway lines join.in AM, usually use intersection",[NOUN],Follow the road to a junction and turn left,[명사],It was near the junction of City Road and Old Street.,junction," crossing, crossroads, interchange, intersection, binding, linking, splicing, union, hinge, joint, pivot, seam, suture, alliance, bond, connection, league",,,separation
syllabus,교수요목,教学大纲，课程大纲,,/ˈsɪləbəs/,,"course, course of study, programme of study, educational programme, course outline","Borrowed from Late Latin syllabus (“list”), which arose as a misprint, its accusative plural syllabos appearing in place of sittybas in a 1470s edition of Cicero's “Ad Atticum” IV.5 and 8.[1] The corrupt form was influenced by the stem of Ancient Greek συλλαμβάνω (sullambánō, “put together”), the source of σῠλλᾰβή (sullabḗ, “syllable”); the true etymon is σιττύβα (sittúba, “parchment label, table of contents”) of unknown origin.[2]
",You can refer to the subjects that are studied in a particular course as the syllabus.,[NOUN],the GCSE history syllabus.,[명사],,syllabus,,,,
lexicographer,사전 편찬자,词典编纂者,,/ˌlɛksɪˈkɒɡrəfə/,,,"From French lexicographe, from Ancient Greek λεξικός (lexikós, “of words”) + γράφω (gráphō, “write”); synchronically, lexico- +‎ -grapher.
",Lexicography is the activity or profession of writing dictionaries.,[NOUN],A lexicographer's job is to describe the language.,[명사],,lexicographer,,,,
salacious,"외설스러운, 음란한",淫秽的；好色的；淫荡的,,/səˈleɪʃəs/,,"obscene, indecent, improper, indelicate, crude, lewd, erotic, titillating, arousing, suggestive, sexy, risqué, coarse, vulgar, gross, dirty, ribald, smutty, filthy, bawdy, earthy","Derived from Latin salāx, salācis (“provocative, lustful”) +‎ English -ious.
","If you describe something such as a book or joke as salacious, you think that it deals with sexual matters in an unnecessarily detailed way.",[ADJ],The newspapers once again filled their columns with salacious details.,[형용사],,salacious,,,,
credulity,쉽게[잘] 믿음,轻信,,/krɪˈdjuːlɪti/,,"gullibleness, credulousness, naivety, naiveness, blind faith, trustfulness, over-trustfulness, lack of suspicion, innocence, ingenuousness, unworldliness, lack of experience, lack of sophistication, guilelessness, greenness, callowness, childlikeness, simpleness, simplicity, ignorance","Borrowed from Old French credulité (French crédulité), from Latin crēdulitās.
",Credulity is a willingness to believe that something is real or true.,[NOUN],The plot does stretch credulity.,[명사],The plot of the novel stretches credulity to the limit.,credulity,,,,
belle,미인; (특정한 장소의) 최고 미인,美人,,/bɛl/,,"beautiful woman, dream, vision, picture, pin-up, goddess, Venus, siren, charmer, enchantress, seductress","From French belle (“beautiful”), from Latin bella.
","A belle is a beautiful woman, especially the most beautiful woman at a party or in a group.",[NOUN],,[명사],,belle,"beauty, charmer, debutante, queen ",,"attractive, beautiful, bonny, fair, pretty ",wallflower  ugly
noisome,(극도로) 역겨운[고약한],极令人不快的；令人厌恶的,,/ˈnɔɪs(ə)m/,,"rude, derogatory, disrespectful, hurtful, wounding, abusive, objectionable, displeasing, annoying, exasperating, irritating, vexing, galling, provocative, provoking, humiliating, impertinent, impudent, insolent, personal, discourteous, uncivil, impolite, unmannerly, unacceptable, shocking, scandalous, outrageous","From Middle English noy +‎ -some (short for annoy, from an(n)oien, enoien from Anglo-Norman anuier, from Old French enuier (French ennuyer), from Late Latin inodiare (“to make hateful”), from in- (intensive prefix) + odium (“hate”).[1]
","If you describe something or someone as noisome, you mean that you find them extremely unpleasant.",[ADJ],Noisome vapours arise from the mud left in the docks,[형용사],noisome smells,noisome,,,,
obstinate,"고집 센, 완강한",顽固的，固执的；倔强的,,/ˈɒbstɪnət/,,"headstrong, wilful, unyielding, inflexible, unbending, intransigent, intractable, obdurate, mulish, stubborn as a mule, pig-headed, bull-headed, self-willed, strong-minded, strong-willed, contrary, perverse, recalcitrant, refractory, uncooperative, unmanageable, cross-grained, stiff-necked, stiff, rigid, steely, iron-willed, uncompromising, implacable, relentless, unrelenting, unpersuadable, immovable, unmalleable, unshakeable, inexorable, with one's feet dug in, with one's toes dug in, persistent, persevering, tenacious, pertinacious, dogged, single-minded, adamant, firm, steadfast, determined","From Middle English obstinate, obstinat, from Latin obstinātus, past participle of obstinō (“set one's mind firmly upon, resolve”), from ob (“before”) + *stinare, from stare (“to stand”).
","If you describe someone as obstinate, you are being critical of them because they are very determined to do what they want, and refuse to change their mind or be persuaded to do something else.",[ADJ],He is obstinate and determined and will not give up,[형용사],He can be very obstinate when he wants to be!,obstinate,,,"adamant, implacable, inflexible, obdurate, resolute, stubborn ",cooperative
courier,운반[배달]원; 택배 회사,（递送重要书信或文件的）信差 ，递送员,,/ˈkʊrɪə/,,"special messenger, dispatch rider, letter carrier, mail carrier, runner, bearer, message bearer, message carrier, delivery man, delivery woman, conveyor, envoy, emissary, harbinger, herald","Borrowed from Anglo-Norman courrier, from Old French coreor, agent noun of corir (“to run”). Doublet of horse and course.
",A courier is a person who is paid to take letters and parcels direct from one place to another.,[NOUN],The cheques were delivered to the bank by a private courier firm.,"[명사, 동사]",We sent the documents by courier.,courier,"carrier, courier, harbinger, herald, emissary, envoy, intermediary, representative ",,,recipient
